ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2017-En-11690,I am their fury. I am their patience. I am a conversation. 💙❤️✨,True,True,False,False,False,True,False,False,True,False,True
2017-En-41251,Love is when all your happiness and all your sadness and all your feelings are dependent on another person.,False,False,False,False,False,True,True,False,False,False,True
2017-En-10635,"When anger rises, think of the consequences. #quote #wisdom #anger",True,False,False,False,False,False,False,False,False,False,False
2017-En-30319,Watch this amazing live.ly broadcast by @huntermcaseyy  #musically,False,False,False,False,True,False,False,False,False,False,False
2017-En-21914,".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking",True,False,False,False,False,False,False,False,True,True,False
2017-En-30844,@NateBLoL no it was that clear American naturally flavored sparkling water,False,False,False,False,False,False,False,False,False,False,False
2017-En-11526,"Okay you've annoyed me, you haven't done a good job there at all. #furious",True,False,True,False,False,False,False,False,False,False,False
2017-En-30985,Modern family never fails to cheer me up. Especially Phil.,False,False,False,False,True,True,True,False,False,False,False
2017-En-10348,@KimLy resent,False,False,False,False,False,False,False,False,False,False,False
2017-En-11675,ya girl is #bitter,True,False,True,False,False,False,False,False,True,False,False
2017-En-11000,@louiseannexx u fucked my house up I'll always hold a grudge,True,False,True,False,False,False,False,False,False,False,False
2017-En-22125,#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! #horror,False,True,False,True,False,False,False,False,False,False,False
2017-En-30927,@Langston_Hunter Yeah bro it eas hella exhilarating,False,True,False,False,True,True,True,False,False,False,False
2017-En-10761,Houston might lose a coach tomorrow or by midnight. #yikes ?,False,True,False,False,False,False,False,True,True,False,False
2017-En-10170,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,True,False,True,False,False,False,False,False,False,False,False
2017-En-41303,Thanks to all the #sober drivers. The real winners of the night! #ClemvsGT,False,False,False,False,True,True,False,False,False,False,False
2017-En-21259,Be #afraid of the #quiet ones they are the ones who actually #think.,False,True,False,True,False,False,False,False,False,False,False
2017-En-30832,"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",False,False,False,False,True,False,True,False,True,False,False
2017-En-21409,Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening #astounded #youwouldntreadaboutit,False,True,False,False,False,False,False,False,False,True,False
2017-En-40017,It's a gloomy ass day,True,False,True,False,False,False,False,True,True,False,False
2017-En-30386,Accept the challenges so that you can feel the exhilaration of victory.' - George S. Patton,False,False,False,False,False,False,True,False,False,False,True
2017-En-30638,"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",False,False,False,True,True,True,True,False,True,True,False
2017-En-22068,Side chick's be trying to fuck u like your going to forget about your wife when your done. #terrible,True,False,True,False,False,False,False,False,True,False,False
2017-En-11305,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤  #wwhhyyy,True,False,True,False,False,False,False,False,True,False,False
2017-En-41073,Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,False,False,False,False,False,False,True,True,True,False,False
2017-En-21224,The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,False,False,False,True,False,False,False,True,False,False,False
2017-En-20783,Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry,False,False,False,True,False,False,False,False,False,False,False
2017-En-30236,I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same,False,False,False,False,True,True,True,False,False,False,False
2017-En-20461,Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited🙊,False,True,True,True,False,False,False,False,True,False,False
2017-En-10452,"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer.",False,False,False,False,True,False,True,False,False,False,False
2017-En-41336,I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,False,False,False,False,False,False,False,True,True,False,False
2017-En-41371,the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,False,False,False,True,False,False,False,True,True,False,False
2017-En-20577,#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,True,False,True,False,False,False,False,True,False,False,False
2017-En-11066,"I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked.",False,False,True,False,False,False,False,False,False,False,False
2017-En-30689,@honevbee close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead,False,False,True,False,False,False,False,False,False,False,False
2017-En-10420,#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,True,True,True,False,False,False,True,False,False,False,False
2017-En-40111,@megalvz literally was gloomy for an hour,False,False,True,True,False,False,False,False,True,False,False
2017-En-11414,"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb",True,False,False,False,False,False,False,False,False,False,False
2017-En-41110,"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂",False,True,False,False,True,False,False,False,False,False,False
2017-En-40188,All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness,False,False,False,False,False,False,False,False,True,False,False
2017-En-30210,Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY,False,False,False,False,True,False,True,False,False,False,False
2017-En-21570,#Success awaits on the other side of your #fear &amp; that's only in your#head-JesusChristEmpowersRightThinking-ASK #fitness #weightlifting,False,False,False,True,True,False,True,False,False,False,False
2017-En-30168,"@followAdamA looking back on recent tweets seen, this one right here is great #perfect  #Speechless #deal",False,True,False,False,True,False,True,False,False,False,False
2017-En-31379,Love your new show @driverminnie ,False,False,False,False,True,True,False,False,False,False,False
2017-En-21311,@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! ,False,False,False,False,True,False,True,False,False,False,False
2017-En-21752,@imtarakate Uggh that's really horrible. You're not a bad person by any stretch of the imagination. I hope this person realizes that.,False,False,True,True,False,False,True,False,False,False,True
2017-En-40831,"@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things.",True,False,True,False,False,False,False,False,True,False,False
2017-En-30217,@liamch88 yeah! :) playing well #optimism,False,False,False,False,True,False,True,False,False,False,False
2017-En-10270,@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,True,False,True,False,False,False,False,False,False,False,False
2017-En-40455,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,False,False,False,False,False,False,True,False,False,False,False
2017-En-11048,#Scorpio always seek revenge!,True,False,True,False,False,False,False,True,False,False,False
2017-En-10145,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,True,False,True,False,False,False,False,False,True,False,False
2017-En-20692,"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",True,False,True,True,False,False,False,False,True,False,False
2017-En-10060,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,True,False,True,False,False,False,False,False,False,False,False
2017-En-20506,@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect,True,False,True,False,False,False,False,False,False,False,False
2017-En-11040,Using multiple combs simultaneously is what I like to call impressive work!!    ;-O #snap #ohsnap #daaamn,False,False,False,False,True,False,True,False,False,False,False
2017-En-10572,the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage,True,False,True,False,False,False,False,False,False,False,False
2017-En-40743,The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,False,False,False,False,True,False,True,False,False,True,False
2017-En-22097,"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over  #Moses",False,False,False,False,False,True,True,False,False,False,True
2017-En-41240,This is the @Fender #blues #junior. I'm looking forward to play on it as soon as possible. #guitar #guitarrist #music,False,True,False,False,True,False,True,False,False,False,False
2017-En-21106,@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,False,False,False,False,True,False,True,False,False,False,False
2017-En-10792,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work #snap",False,False,False,False,True,False,True,False,False,False,False
2017-En-10631,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",False,False,False,False,True,False,True,False,False,False,False
2017-En-30136,Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy,False,False,False,False,True,True,True,False,False,False,False
2017-En-40303,Add Donte Moncrief to my dismal situation #blessed.,False,False,False,False,True,True,True,False,False,False,False
2017-En-30594,"@CohenDS Yell, 'Bye, garbage!' cheerfully after it.",False,False,True,False,True,False,False,False,False,False,False
2017-En-10327,Connivers blind to existential fury,True,False,True,False,False,False,False,False,False,False,False
2017-En-31148,"@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,",False,False,False,False,True,False,False,False,False,False,False
2017-En-30696,"No, just tweet pictures of four fictional characters who describe you. One should be an animated character. @sunshinessp411",False,False,False,False,False,False,False,False,False,False,False
2017-En-30837,"...at your age, the heyday in the blood is tame...' @TheArtofCharm #shakespeareaninsults #hamlet #elizabethan #williamshakespeare",False,False,False,False,False,False,False,False,False,False,False
2017-En-10320,"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.",True,False,True,False,False,False,False,False,True,False,False
2017-En-21793,Caballero is shocking,False,False,False,True,False,False,False,False,True,True,False
2017-En-30713,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism",True,False,False,False,False,False,True,True,False,False,False
2017-En-20144,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,True,False,True,True,False,False,False,False,True,False,False
2017-En-21833,All I ever wanted was a chance. I'm so psyched to start this new chapter! #newbeginnings #timetoprovemyself #morethanready,False,True,False,False,True,False,True,False,False,False,False
2017-En-11311,"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup",True,False,True,False,False,False,False,False,True,False,False
2017-En-21607,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy ,False,False,True,True,False,False,False,True,True,False,False
2017-En-40641,@WriterlyTweets Supine on the piano—lips parted. #sixwordstory #amwriting #blues #singer,False,False,False,False,True,False,False,False,False,False,False
2017-En-30030,Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice,False,False,False,False,True,True,True,False,False,False,False
2017-En-31122,Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX,False,False,False,False,True,True,True,False,False,False,False
2017-En-30572,her; i want a playful relationship\nme; *kicks her off the couch*,False,False,False,False,True,False,False,False,False,False,False
2017-En-40389,"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",False,True,False,False,False,False,True,False,False,False,False
2017-En-40757,@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ,False,True,False,False,True,False,True,False,False,False,False
2017-En-31065,“Set up as an ideal the facing of reality as honestly and as cheerfully as possible.” - Karl Menninger     #2ndHalfWealth,False,True,False,False,True,False,True,False,False,False,True
2017-En-31060,Be content .... Life is too short. #smiling,False,False,False,False,True,False,True,False,False,False,False
2017-En-20867,Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue,False,True,True,False,False,False,True,False,False,False,False
2017-En-20446,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,True,False,True,True,False,False,False,False,False,False,False
2017-En-20533,I was so shy freshman year this guy introduced himself to me by asking if I spoke any English,False,True,False,False,True,False,False,False,True,False,False
2017-En-20019,Cosplaying properly for the first time on Saturday! Pretty nervous..,False,False,False,True,True,False,True,False,False,False,False
2017-En-40725,"#RiceFODays now I am Alex Butler's class on financial management. Starts off with a great, relevant class discussion: movies and sunk costs",False,False,False,False,True,False,True,False,False,False,False
2017-En-11465,@RMCunliffe I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?,True,False,True,False,False,False,False,False,False,False,False
2017-En-21501,8. sweater weather - the neighbourhood\ngirls/girls/boys - panic! at the disco,False,False,False,True,True,False,False,True,True,True,False
2017-En-40304,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,True,False,True,False,False,False,False,False,False,False,False
2017-En-10591,I offend u,True,False,True,False,False,False,False,False,False,False,False
2017-En-10930,"@HomeSwapperteam  Spent months arranging swap , new jobs etc, now I've found out she's been leading me on a merry dance. #fuming with her",True,False,True,False,False,False,False,False,True,False,False
2017-En-30742,$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,True,True,False,False,False,False,False,False,False,False,False
2017-En-20925,Look at this #massiah of #youngleader\n#Pakistan #massiah of ,False,False,False,False,False,False,False,False,False,False,False
2017-En-20684,Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart,True,False,True,True,False,False,False,False,True,False,False
2017-En-20021,"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist",False,False,True,True,False,False,False,True,True,False,False
2017-En-40701,@cburt43 turn that frown upside down,True,False,True,False,False,False,False,False,True,False,False
2017-En-40756,Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!,False,False,False,False,False,False,False,False,False,False,False
2017-En-30480,"The human race has one really effective weapon, and that is laughter. -- Mark Twain",False,False,False,False,True,False,True,False,False,False,False
2017-En-11015,"@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY",False,False,False,False,False,False,False,False,False,False,False
2017-En-41058,A pretty dejected FanCam on the way. #SCFC #TBPTV,True,False,True,False,False,False,False,False,False,False,False
2017-En-40953,"When mine pass, I know I'll be inconsolable &amp; devastated. For a while.",False,False,False,False,False,False,False,False,True,False,False
2017-En-21879,Val having a nervous breakdown #floss #GBBO,False,False,False,True,False,False,False,False,True,False,False
2017-En-11194,@downeysduckling nick fury,True,False,True,False,False,False,False,False,False,False,False
2017-En-20438,PM #SheikhHasina in @UN speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere.,False,True,False,True,False,False,True,False,False,False,False
2017-En-21011,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,True,False,True,False,False,False,False,False,False,False,False
2017-En-41391,@Micky_A_Lawson Paddy McNair is our joint top scorer......yeah.....justlet that sink in haha,False,False,False,False,True,False,True,False,False,False,False
2017-En-22245,In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,True,False,True,False,False,False,False,False,True,False,False
2017-En-40878,@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),False,False,False,False,False,False,False,True,True,False,False
2017-En-20079,I'm getting so nervous for my first anatomy exam 😩,False,False,False,True,False,False,False,False,False,False,False
2017-En-11114,@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.,False,True,False,False,True,False,False,False,False,False,False
2017-En-31611,"With a very tired body and mind and sparkling teeth I say to all my followers, good night and if there is an apocalypse; good luck. #aspie",False,False,False,False,True,False,False,False,False,False,False
2017-En-11331,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph,False,False,False,False,True,True,False,False,False,False,False
2017-En-40087,"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing",False,False,False,True,False,False,False,True,True,False,False
2017-En-20894,On the other side of fear lies freedom! - JB Glossinger #quote,False,False,False,True,True,False,True,False,False,False,True
2017-En-30791,I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,True,False,True,False,False,False,False,True,False,False,False
2017-En-40938,@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff,False,False,True,False,False,False,False,False,True,False,False
2017-En-40782,Just put the winter duvet on ☃️❄️🌬☔️ ,False,False,False,False,True,False,True,False,False,False,False
2017-En-40513,@DrSRSheikh: And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n@BanoBee @AK_Forty7,True,False,True,False,False,False,False,False,False,False,False
2017-En-41297,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,True,False,True,False,False,False,False,False,False,False,False
2017-En-22209,"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”",False,False,False,True,False,False,True,False,False,False,False
2017-En-20884,"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",False,False,False,True,True,False,True,False,False,False,False
2017-En-31059,tweet tweet chirp chirp losers,True,False,True,False,False,False,True,True,False,False,False
2017-En-40902,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,False,False,False,False,False,False,False,False,True,False,False
2017-En-31157,How sad is it that I'm rejoicing over a 72💀 #collegekills,False,False,False,False,False,False,False,True,True,False,False
2017-En-20453,Men cannot even handle the suspicion of a horn farless 😩,True,False,True,False,False,False,False,False,True,False,False
2017-En-21632,Why do I have such bad anxiety it's annoying,True,False,False,True,False,False,False,False,False,False,False
2017-En-20449,"Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.",True,False,False,False,False,False,False,True,False,False,False
2017-En-21401,#Malaysian police arrest 4 people for suspected links to #terrorism including three #foreigners\n\n#Malaysia,False,False,False,True,False,False,False,False,True,False,False
2017-En-40451,"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)",False,False,False,False,True,False,True,False,False,False,True
2017-En-11126,So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,False,True,False,False,True,False,True,False,True,False,False
2017-En-21696,Back on my #bully,True,False,True,False,False,False,False,False,False,False,False
2017-En-40300,"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",False,False,True,False,False,False,False,False,True,False,False
2017-En-21308,@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘,True,False,True,False,False,False,False,False,False,False,False
2017-En-30182,@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning 😂😂😂 @grimmers @fionaradio @TinaDaheley,False,False,False,False,True,False,True,False,False,False,False
2017-En-10696,@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days,True,False,True,True,False,False,False,True,True,False,False
2017-En-30074,"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)",False,False,False,False,True,True,True,False,False,False,False
2017-En-11416,"@CSNHayes understandable. Hard when he has zero offense behind him, and only a few wins since the All-Star Break.",False,False,True,False,False,False,False,True,False,False,False
2017-En-10899,"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",False,False,False,False,True,False,True,False,True,False,False
2017-En-20623,broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,True,False,True,False,False,False,False,False,False,False,False
2017-En-31042,Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,False,False,False,False,True,False,True,False,False,False,False
2017-En-40866,"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",True,False,True,False,False,False,False,True,True,False,False
2017-En-11278,Everton not playing and fume on here have day off,True,False,True,False,True,False,False,False,True,False,False
2017-En-30031,@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again),False,False,False,False,True,True,True,False,False,False,False
2017-En-21718,Most people never achieve their goals because they are afraid to fail.,False,False,False,True,False,False,False,True,True,False,False
2017-En-30218,Why have I only just started watching glee this week I am now addicted 🙄 #glee #GLEEK,False,False,False,False,True,True,False,False,False,False,False
2017-En-40658,"#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun",False,False,False,False,True,True,True,False,False,False,False
2017-En-22065,The anxiety I have right now😭😭😭,False,False,False,True,False,False,False,True,True,False,False
2017-En-11575,I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,True,False,True,False,False,False,False,False,False,False,False
2017-En-21556,First College Math Test tomorrow ,False,False,False,True,True,False,False,False,False,False,False
2017-En-20654,Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,True,False,True,False,True,False,False,False,True,False,False
2017-En-40385,@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does,False,False,False,False,False,False,True,False,True,False,True
2017-En-30343,Watch this amazing live.ly broadcast by @elise_awsome_11  #musically,False,True,False,False,True,False,False,False,False,True,False
2017-En-11034,Weak people revenge. Strong people forgive. Intelligent people ignore.,True,False,False,False,False,False,True,False,False,False,False
2017-En-40145,@thatsabingo grim really,False,False,False,False,False,False,False,False,True,False,False
2017-En-21762,That rocky horror remake looks a bit w a n k,True,False,True,True,False,False,False,False,False,False,False
2017-En-11639,I'm not sure if burning and looting really can positively impact a community,True,False,True,False,False,False,False,True,True,False,False
2017-En-41445,@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,False,False,True,False,False,False,True,False,True,False,False
2017-En-21712,"@eliroth ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again. #epic  #ineedtherapy",False,False,False,False,True,True,False,False,False,False,False
2017-En-30637,"myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more.",False,False,False,False,True,False,False,False,False,False,False
2017-En-11643,Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,False,True,False,True,True,False,False,False,False,False,False
2017-En-40864,Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,False,False,False,False,True,False,False,True,True,False,False
2017-En-10434,I screened my own snap what kind of narcissistic ass would smh,True,False,True,False,False,False,False,False,False,False,False
2017-En-30902,"You must be knowing #blithe means (adj.)  Happy, cheerful.",False,False,False,False,True,False,True,False,False,False,False
2017-En-40129,@ryyyshh story of my life. #lost,False,False,False,False,False,False,False,False,True,False,False
2017-En-40524,“The immense importance of football is sometimes scary. When you don’t win you are responsible for so many unhappy people.” - Arsene Wenger,False,False,False,False,False,False,False,True,True,False,False
2017-En-10559,"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",True,False,True,False,False,False,False,False,False,False,False
2017-En-30248,There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,False,False,False,False,True,True,False,False,False,False,False
2017-En-11227,"smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.",True,False,True,False,False,False,False,False,False,False,False
2017-En-30769,@govph I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my curiosity.,False,False,False,False,False,False,True,False,False,False,False
2017-En-40853,@xOffWithMyHeadx They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed.,True,False,True,False,False,False,False,False,False,False,False
2017-En-21416,It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡,True,False,False,True,False,False,False,False,False,False,False
2017-En-20979,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,False,False,False,False,True,True,False,False,False,False,False
2017-En-20087,Can't believe how nervous I feel tonight...who feels the same #mufc,False,False,False,True,False,False,False,False,False,False,False
2017-En-40894,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,False,False,False,False,False,False,False,False,True,False,True
2017-En-22231,I wish you stayed in Da Gump I'll make you panic like the last rapper,True,False,True,True,False,False,False,False,False,False,False
2017-En-20858,@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left,False,True,False,False,False,False,False,False,False,False,False
2017-En-20921,Omg he kissed her🙈 #shy #w,False,False,False,True,True,False,False,False,False,False,False
2017-En-10863,I think @Sam_Canaday &amp; @KYLEJDOWSON must actually have to be working like me &amp; @dowson_brady because I havent got any snap chat videos today,False,False,False,False,False,False,False,False,False,False,False
2017-En-40554,"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey",False,False,False,False,True,False,False,False,True,False,False
2017-En-30268,Optimism leads to success. - Bill Kerr @Coach__Kerr #success  #goals,False,False,False,False,True,False,True,False,False,False,True
2017-En-30428,i fix a clever ritual to make you feel frolicsome,False,True,False,False,True,False,True,False,False,True,False
2017-En-10017,"I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.",True,False,True,False,False,False,False,False,True,False,False
2017-En-30504,"I saw her, whose countenance expressed a mighty rivers were monotonous, and her lively conversation took care of the various",False,False,False,False,False,False,False,False,False,False,False
2017-En-11577,Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming,True,False,True,False,False,False,False,False,False,False,False
2017-En-20307,How I Murdered Your Mother #SpookyTv #horror,False,False,False,True,False,False,False,False,False,False,False
2017-En-41528,Why does Candice constantly pout #GBBO 💄😒,True,False,True,False,False,False,False,False,True,False,False
2017-En-10586,my momma irritate me asking all these questions like gone 😤,True,False,True,False,False,False,False,False,False,False,False
2017-En-10774,Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.,False,False,False,False,False,True,True,False,True,False,False
2017-En-10923,"Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins', mate.",True,False,False,False,True,False,True,False,False,False,False
2017-En-22087,@C1TYofFL1NT This will haunt my dreams. @JoePrich,False,False,False,True,False,False,False,True,True,False,False
2017-En-30935,#blackish always has me #rollin ,True,False,False,False,True,False,False,False,False,False,False
2017-En-20856,@BBHOH #terrible Paul so deserved that win!!! #bbfail,False,False,False,False,True,False,False,False,False,False,False
2017-En-41260,This nigga doesn't even look for his real family 🙄😂 #sad,False,False,False,False,False,False,False,True,True,False,False
2017-En-10156,@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop,True,False,True,False,False,False,False,True,True,False,False
2017-En-21177,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous,False,False,False,True,False,False,False,False,False,False,False
2017-En-30027,Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:),False,False,False,False,True,False,True,False,False,False,False
2017-En-21461,@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople,True,False,True,True,False,False,False,True,False,False,False
2017-En-20324,Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.,False,False,False,True,False,False,False,True,False,False,False
2017-En-31372,"#Taurus females are beautiful, sparkling jewels glowing in the moonlight.",False,False,False,False,True,True,False,False,False,False,False
2017-En-40012,"After 3 idk why I start feeling so depress, sad and lonely.",False,False,False,False,False,False,False,True,True,False,False
2017-En-30717,@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? ,False,True,False,False,True,False,False,False,False,False,False
2017-En-10655,"@rabpeel snap, seems to be a problem here",True,True,False,False,False,False,False,False,False,False,False
